F (N)	L (m)	E (Pa)	I (m^4)	δ (m)
4.889681157282e+02	3.323359308065e+00	4.606679478745e+10	2.600258071733e-03	3.121524500790e-06
2.793238132950e+02	3.352720283174e+00	4.750377054613e+10	4.819431973624e-03	9.579321591193e-07
2.236256637641e+02	3.919238602429e+00	3.952491316362e+10	2.076609472500e-03	3.417116316857e-06
4.902574693909e+02	4.201999952107e+00	4.354248207720e+10	3.974589233627e-03	4.378704904178e-06
4.937855830974e+02	2.507176495115e+00	3.222721280618e+10	2.044002553709e-03	2.461204556109e-06
2.098901107802e+02	2.681419202412e+00	4.572211900616e+10	3.081646664915e-03	5.983229937237e-07
2.038401928751e+02	3.533815846313e+00	4.902333272767e+10	4.611164931714e-03	8.290234917735e-07
4.729151433516e+02	3.953571947998e+00	3.815253699937e+10	3.711396682742e-03	4.299818519413e-06
3.792185989115e+02	2.612878147410e+00	4.961531655696e+10	2.030585660995e-03	1.398842376622e-06
4.078653157658e+02	2.761618163927e+00	3.076428758332e+10	3.428836342640e-03	1.696574011164e-06
4.713852562532e+02	2.875011516491e+00	2.346811929427e+10	2.331177049694e-03	4.265794966418e-06
3.196528654061e+02	2.095156147117e+00	3.720069584641e+10	4.032338905772e-03	4.082991363240e-07
3.693652231778e+02	3.754067111410e+00	2.832209522197e+10	3.519261052830e-03	4.084547965252e-06
4.023111720893e+02	3.195728554623e+00	3.767549546212e+10	3.431881736505e-03	2.115627577020e-06
3.513924699755e+02	4.171643640743e+00	2.486464276671e+10	4.162469324980e-03	5.134989377467e-06
3.292642086456e+02	4.509097298627e+00	4.184586556430e+10	3.180140095637e-03	4.725777822549e-06
3.604944805817e+02	4.312289285420e+00	4.504729304825e+10	3.019282526110e-03	4.428009990820e-06
3.789532246334e+02	3.461795671724e+00	3.045526554606e+10	3.846635068543e-03	2.795794744693e-06
2.635355225435e+02	2.579349710544e+00	3.807447764742e+10	3.672689776423e-03	6.737680457922e-07
4.271406459515e+02	4.205608058396e+00	3.226979805131e+10	2.590328218624e-03	7.918902703046e-06
2.819603444092e+02	2.431318719914e+00	3.729459263207e+10	4.046515059905e-03	5.594296083047e-07
2.801646469212e+02	4.806772108274e+00	4.711732529930e+10	4.136217890478e-03	3.326202261652e-06
2.385828582839e+02	4.776115803314e+00	4.483179981131e+10	4.662550090658e-03	2.590674556652e-06
2.269474601340e+02	2.404974879372e+00	2.963143167462e+10	3.092863027824e-03	7.176329980801e-07
2.538907274276e+02	2.448729151037e+00	4.712566635709e+10	3.599291051612e-03	4.578818045147e-07
4.418786658421e+02	3.110638268666e+00	2.918622832835e+10	3.854343479793e-03	2.463099401148e-06
3.250200149956e+02	4.859919624329e+00	2.821815300937e+10	4.445379466394e-03	6.196104100611e-06
2.448425433436e+02	2.151569071900e+00	2.678630559622e+10	4.197372414227e-03	4.518780022041e-07
2.840462636090e+02	2.658220538022e+00	3.370262111112e+10	3.192799291479e-03	1.032964923760e-06
3.179764515881e+02	4.059586586504e+00	4.094349010547e+10	2.333845236182e-03	4.638122708647e-06
4.907681964973e+02	3.808030880366e+00	4.082999926579e+10	4.835914481886e-03	2.859424105737e-06
4.619205684148e+02	3.005499725710e+00	2.351231489873e+10	3.328275023792e-03	3.338578144860e-06
3.606126236114e+02	4.243658100222e+00	2.434333327631e+10	2.337452957239e-03	1.009015701244e-05
3.495099313214e+02	2.314906092963e+00	4.951307414510e+10	3.028210854517e-03	6.024380777692e-07
3.965788671262e+02	3.555356986939e+00	4.646155925255e+10	4.395680987224e-03	1.818101082414e-06
4.450429962592e+02	2.123313039916e+00	3.362537294347e+10	3.116666542239e-03	8.469258047756e-07
4.199824073655e+02	4.543832529143e+00	2.034154710718e+10	2.908633970068e-03	1.387342713319e-05
2.872993690956e+02	4.258683760975e+00	4.427159981464e+10	3.130590770320e-03	3.335554901578e-06
2.483364760446e+02	4.632365419662e+00	2.342933147349e+10	3.581470745192e-03	6.128954607345e-06
2.120813050658e+02	3.150500371293e+00	3.189243634938e+10	2.660391197613e-03	1.628420479568e-06
4.636601655485e+02	4.948479814920e+00	3.685738009841e+10	3.335178013434e-03	9.522050432583e-06
2.541132493149e+02	4.588429101723e+00	2.442081010451e+10	2.432352428518e-03	8.609770621776e-06
4.741262365136e+02	3.231045358165e+00	4.087084863992e+10	3.423160752328e-03	2.381447247408e-06
4.929488016765e+02	3.596157567337e+00	4.558288098304e+10	3.047175740402e-03	3.438566613536e-06
3.724501231003e+02	4.050226746301e+00	3.457500250479e+10	3.343338676159e-03	4.459871070935e-06
4.516151631942e+02	2.544135928120e+00	2.085809522163e+10	4.558742466826e-03	1.629402981255e-06
3.142491108447e+02	4.764455690358e+00	3.394631001544e+10	3.984621782300e-03	5.234714729069e-06
3.767015079921e+02	4.413384575061e+00	4.617282747942e+10	2.583723726148e-03	5.655081864332e-06
3.695400967131e+02	3.210992748741e+00	4.049025977006e+10	3.352830016466e-03	1.877483834220e-06
3.388619090457e+02	2.680971553576e+00	2.459181307229e+10	3.871099669075e-03	1.429003298913e-06
3.135235018217e+02	2.236029218411e+00	2.199077899084e+10	2.050560254160e-03	1.619377636579e-06
2.730399271271e+02	3.542356039769e+00	4.001027587347e+10	2.605279317861e-03	2.425692320918e-06
4.584760673010e+02	4.384022246477e+00	2.926099698076e+10	3.648896822016e-03	7.537771673906e-06
4.457353211060e+02	4.549414190212e+00	3.997299699789e+10	4.889319622458e-03	4.473908592047e-06
4.675096871982e+02	3.283822918146e+00	3.970391588317e+10	3.957199251425e-03	2.195165684747e-06
4.378236537072e+02	2.694863489300e+00	2.256033933918e+10	3.402632440889e-03	2.325453335508e-06
2.572306251991e+02	3.603973184564e+00	4.224126584507e+10	4.881526978843e-03	1.216559825449e-06
4.756717551005e+02	2.120560395733e+00	3.089009629727e+10	2.947636261533e-03	1.037826874407e-06
3.849280193015e+02	3.922096058800e+00	2.167554865131e+10	4.424932989710e-03	5.044477258170e-06
3.427802026651e+02	3.412754342064e+00	4.431118837466e+10	3.997106471157e-03	1.602619649602e-06
2.288830213819e+02	3.916762140892e+00	3.714361666640e+10	4.248046748912e-03	1.815852043973e-06
3.528989614814e+02	4.895863299617e+00	4.291142592780e+10	2.553161949421e-03	7.874911516248e-06
3.728013095509e+02	2.701987362328e+00	3.359433752121e+10	4.389102479723e-03	1.039068860319e-06
3.390166415760e+02	4.445837099388e+00	3.235190290259e+10	3.525260434183e-03	5.441885246548e-06
2.988011157118e+02	2.758052006192e+00	2.273314448602e+10	3.579895951204e-03	1.604790756337e-06
2.197373896700e+02	3.700981867251e+00	4.781578430283e+10	2.174332707706e-03	2.232113700033e-06
3.385325633628e+02	3.875663198499e+00	2.872035101943e+10	2.373726066073e-03	6.022502061041e-06
2.330770497043e+02	3.219382233697e+00	4.366494642092e+10	2.325644418406e-03	1.595510470995e-06
3.743251487693e+02	2.892060480505e+00	2.640090236798e+10	2.084285052274e-03	3.428104058958e-06
4.299735051870e+02	3.775421942806e+00	3.013574703162e+10	4.208638044878e-03	3.800785901310e-06
3.594433355165e+02	2.739665502610e+00	3.908804983001e+10	2.329733910513e-03	1.690952848117e-06
4.925884985516e+02	2.411702368753e+00	4.533223584763e+10	4.878489127069e-03	6.509111016763e-07
4.191911057212e+02	2.159194759670e+00	3.068065930464e+10	2.015192304386e-03	1.421887022598e-06
2.831902589742e+02	3.981236274397e+00	2.462020501874e+10	3.886332180023e-03	3.890983120041e-06
2.391191067651e+02	4.133770905243e+00	3.650914928509e+10	3.184507839307e-03	3.026691933644e-06
3.246187560585e+02	4.403676080092e+00	3.620548349874e+10	2.756925664408e-03	5.786008437043e-06
2.027902458209e+02	3.520637663514e+00	4.297196862748e+10	4.563501912699e-03	9.401265756044e-07
3.312183468532e+02	4.665521065172e+00	3.278007858045e+10	3.376666607469e-03	6.331045553874e-06
3.255263522996e+02	3.331146347569e+00	4.398831592336e+10	4.643429336929e-03	1.227297577506e-06
3.357945556772e+02	3.295341590554e+00	3.838991353640e+10	4.274217647021e-03	1.525667746198e-06
2.563245521231e+02	4.697050081868e+00	4.521461981400e+10	3.215185983594e-03	3.806620297336e-06
2.699753425288e+02	4.421801793170e+00	3.796740325358e+10	4.704975113308e-03	2.722152504997e-06
4.266843359487e+02	3.805186942534e+00	4.858050604351e+10	4.594523133544e-03	2.194274614668e-06
2.188670555500e+02	3.693873987989e+00	2.896398551210e+10	2.616156142784e-03	3.032937097975e-06
2.603796824027e+02	4.307205374437e+00	4.505511726416e+10	3.188504570294e-03	3.017320390874e-06
3.272536198737e+02	2.980407778687e+00	3.582965141043e+10	3.932055302636e-03	1.281173910237e-06
4.054244649021e+02	3.822174704507e+00	4.473139194173e+10	2.351743355254e-03	4.483301835155e-06
3.042398317536e+02	4.579352060873e+00	2.805581638615e+10	2.613609016345e-03	8.300866030960e-06
4.328758048550e+02	3.488172665605e+00	3.143531981539e+10	4.067729538357e-03	2.993271053961e-06
3.153644316932e+02	3.652962351183e+00	2.029438612148e+10	2.930989387692e-03	5.384146846564e-06
2.629804248516e+02	4.030807103777e+00	4.524359445225e+10	2.597530079573e-03	3.053096594571e-06
4.309706712258e+02	3.901704304311e+00	3.962852134917e+10	4.245319846844e-03	3.169941540631e-06
4.220498920865e+02	2.077714944770e+00	4.863850635183e+10	2.029460101203e-03	7.989501816297e-07
4.021440508230e+02	2.006212928621e+00	3.216185798014e+10	3.322394302662e-03	6.331100128801e-07
3.921521466462e+02	2.456662815419e+00	2.715354277468e+10	4.805729571506e-03	9.282483520610e-07
2.302674358759e+02	2.841989061856e+00	3.592505698241e+10	2.654170962520e-03	1.154867433376e-06
4.842769113481e+02	3.994978204729e+00	2.228745879432e+10	4.600669315799e-03	6.273562048118e-06
4.005806802932e+02	4.107865919434e+00	3.564674564865e+10	4.064010897351e-03	3.993215890703e-06
2.451083556475e+02	2.398032816029e+00	3.718245555815e+10	2.849906747527e-03	6.645283718311e-07
2.266725473420e+02	2.798428085074e+00	4.060602043783e+10	2.127536161021e-03	1.197933640108e-06
2.057365356425e+02	4.360588336555e+00	3.473533551459e+10	2.407705233875e-03	4.249429580169e-06
3.148912455844e+02	4.964909394393e+00	3.306224458490e+10	4.199334303023e-03	5.782831628104e-06
2.880762375359e+02	2.596378263777e+00	4.535003654706e+10	2.542750202712e-03	9.109378630697e-07
3.732542039110e+02	2.030158696150e+00	3.616861823194e+10	3.693620740931e-03	4.870451420780e-07
4.782481399972e+02	3.024684968777e+00	3.680845915304e+10	3.960140779631e-03	1.891447249739e-06
2.141373237837e+02	4.149351168896e+00	4.560681671915e+10	4.743438022842e-03	1.473223770726e-06
4.335172139605e+02	2.037338134369e+00	3.332705206497e+10	2.455113278323e-03	9.334391614616e-07
3.977158129378e+02	3.622426214434e+00	2.439994144166e+10	4.111594017323e-03	3.925827888486e-06
4.432599776210e+02	3.764184851213e+00	4.511979021090e+10	2.377885938706e-03	4.590627141743e-06
3.469036596658e+02	2.972779462741e+00	2.766125117449e+10	2.535559015728e-03	2.707136638287e-06
2.123207440549e+02	2.706572483198e+00	3.281585200351e+10	3.031391458780e-03	8.816261627078e-07
4.623852673198e+02	3.883265616624e+00	4.459017259309e+10	2.320279316603e-03	5.452235685206e-06
2.774291136017e+02	3.794791386891e+00	2.424565083929e+10	2.145413842859e-03	6.071969625284e-06
3.040818766861e+02	3.984554189646e+00	2.883441557085e+10	3.411715634610e-03	4.073845301010e-06
4.522364429067e+02	4.738638212947e+00	4.015116697346e+10	4.059871514942e-03	6.149991482256e-06
2.559352217653e+02	4.146910789316e+00	2.234046719030e+10	3.488782546678e-03	4.878617240502e-06
3.711310491832e+02	3.491128234035e+00	4.668268643253e+10	3.486256166268e-03	2.021474746971e-06
2.893006275886e+02	2.554379363776e+00	2.030433968250e+10	2.523073246961e-03	1.960855543677e-06
3.300681537015e+02	2.582036324366e+00	2.456426443043e+10	4.702643195778e-03	1.024716282183e-06
4.804600697586e+02	2.335992212601e+00	4.911333207753e+10	4.202464914009e-03	6.181967800458e-07
4.779336626630e+02	4.511737025847e+00	4.236587183449e+10	3.883120618204e-03	5.558539403799e-06
3.994958525704e+02	4.731256269640e+00	4.040429000467e+10	2.990776008998e-03	7.294391802667e-06
3.877579625799e+02	2.353615656213e+00	3.257387020631e+10	3.052916982906e-03	1.059111695763e-06
3.055838932446e+02	2.266232635505e+00	4.825012525160e+10	2.513041854942e-03	6.110890808352e-07
2.909829999362e+02	3.456324607234e+00	4.270616211083e+10	2.095884703644e-03	2.796481928589e-06
3.081437905678e+02	4.440578645835e+00	2.527498543307e+10	3.196254801372e-03	6.958226704240e-06
3.647020067466e+02	2.029481003950e+00	4.994470269779e+10	3.125817849691e-03	4.068167148591e-07
3.672640336982e+02	4.375576100077e+00	2.118997158171e+10	2.423993415240e-03	1.247903713025e-05
4.717944664884e+02	3.710455331205e+00	3.390420057987e+10	2.236169155691e-03	6.622699763170e-06
4.917298348884e+02	2.081617713552e+00	2.980373055388e+10	4.712903213383e-03	6.578533597446e-07
3.638199257631e+02	3.566106081692e+00	4.832361947084e+10	2.307057795722e-03	3.083259565449e-06
3.351174283805e+02	3.830718276181e+00	4.724624981816e+10	4.751745526039e-03	1.748138758979e-06
4.887119331688e+02	2.869388792933e+00	2.653220243538e+10	2.383411420281e-03	3.803711601916e-06
3.589138346226e+02	2.687860335872e+00	4.721092617803e+10	4.664555168009e-03	6.593504438288e-07
4.496929962236e+02	3.793854147405e+00	3.401255077972e+10	3.499267102519e-03	4.298337188173e-06
2.946454240569e+02	4.444741078700e+00	3.986831632313e+10	3.212485799570e-03	4.208513766379e-06
2.853247965121e+02	4.491731481847e+00	4.663309832352e+10	3.461706674623e-03	3.336991498847e-06
4.256415690195e+02	2.993915137467e+00	2.509762928122e+10	4.226360445550e-03	2.243479075015e-06
2.425427859560e+02	3.225880136617e+00	4.706484692803e+10	4.415721914427e-03	8.161940746316e-07
3.084407067877e+02	2.801669806655e+00	3.286867482899e+10	4.544838178138e-03	9.459772284936e-07
2.348365658715e+02	4.995277207121e+00	4.222918541847e+10	3.688140551924e-03	3.915462759777e-06
4.204099238299e+02	3.383323860142e+00	3.038878482600e+10	4.950287895490e-03	2.254855133032e-06
2.622282090849e+02	4.039539694475e+00	4.377104742985e+10	2.349687381488e-03	3.501360176291e-06
2.442961914889e+02	3.062944009606e+00	2.556295311952e+10	3.746050699483e-03	1.527242351019e-06
3.644932253500e+02	3.632250001494e+00	3.625947563352e+10	4.526760628465e-03	2.217003465530e-06
4.100001919986e+02	2.794378611572e+00	4.080080702292e+10	4.823228160489e-03	9.470916515995e-07
3.690235870162e+02	3.147303800359e+00	2.472198849002e+10	4.097330650816e-03	2.366161996004e-06
2.094770821947e+02	4.496569857778e+00	3.450945652471e+10	2.160824760263e-03	5.320857718008e-06
3.131357758109e+02	3.658509508164e+00	2.065858107502e+10	3.865490744546e-03	4.000358275466e-06
4.745073240141e+02	2.355915768299e+00	3.102285992913e+10	3.330153984117e-03	1.251223268417e-06
2.543672186414e+02	2.487204882200e+00	3.335063628787e+10	4.177939280082e-03	5.851784718047e-07
3.525424438963e+02	2.555850771248e+00	4.650075967153e+10	4.547684594705e-03	5.798641616003e-07
3.436173841011e+02	4.142933091126e+00	2.668413629413e+10	4.624740634876e-03	4.124935066681e-06
2.978576310540e+02	2.999530774768e+00	3.773335885403e+10	3.231837189881e-03	1.373259208654e-06
2.809830406572e+02	3.977962696439e+00	4.664686456619e+10	4.687523947859e-03	1.685213898560e-06
2.420080631520e+02	2.749282006841e+00	2.202531468789e+10	2.201201222254e-03	2.161048931067e-06
2.173716302906e+02	3.053139689496e+00	4.404074122922e+10	4.793646495901e-03	6.104934743375e-07
2.007637773960e+02	3.757495575721e+00	2.501182022226e+10	2.625005827751e-03	3.379589750718e-06
4.283405846909e+02	3.608577670043e+00	2.240976959002e+10	2.928747511616e-03	6.389058078240e-06
4.975887932922e+02	3.029273517639e+00	3.243474854995e+10	3.106167357427e-03	2.860285806379e-06
3.288861216636e+02	4.453799037390e+00	4.567753480474e+10	4.256120982937e-03	3.113719880678e-06
2.250837696129e+02	4.141640183163e+00	4.307156458009e+10	2.153029844215e-03	3.592355779319e-06
2.757730302491e+02	3.326321343652e+00	3.658180162262e+10	3.481871607408e-03	1.660065860900e-06
4.560579625106e+02	3.193848707817e+00	4.987756595846e+10	2.294959420869e-03	2.704217147414e-06
2.965523910589e+02	4.684387123962e+00	4.980516414793e+10	3.003762820013e-03	4.245008020778e-06
3.984577324514e+02	4.215931390594e+00	3.329357587234e+10	4.310770337313e-03	4.334173546447e-06
4.610108880919e+02	2.445748354798e+00	4.739517598206e+10	3.778244900426e-03	7.846590902384e-07
2.615100197725e+02	3.886494693398e+00	4.779890490224e+10	4.132541583686e-03	1.619146532733e-06
3.068020159457e+02	2.451817275004e+00	2.320088847335e+10	2.777654124352e-03	1.461835455462e-06
2.341344944198e+02	4.176342091251e+00	3.737485478379e+10	4.631416576057e-03	2.052669364469e-06
3.685251173853e+02	4.968633410032e+00	4.584400399195e+10	3.682956238483e-03	5.577731720085e-06
2.279977502197e+02	2.424607268678e+00	3.547505484541e+10	2.517173866172e-03	7.581885872734e-07
4.055515479263e+02	2.103497303030e+00	3.248670826303e+10	3.950266091408e-03	6.127716231363e-07
3.413155574593e+02	4.370227158619e+00	3.501798661219e+10	4.411589548610e-03	3.841851820368e-06
4.543520143553e+02	4.068103640839e+00	4.675583564217e+10	2.384041637772e-03	5.717123672846e-06
3.034978521687e+02	4.065220657921e+00	4.372119681608e+10	4.340142473336e-03	2.238570251311e-06
2.400046581854e+02	3.505554042990e+00	4.530565276084e+10	4.920071575214e-03	9.663281274057e-07
4.037423043262e+02	3.511227524748e+00	4.313903661378e+10	3.345032471083e-03	2.523301563938e-06
3.236341619855e+02	3.085164884996e+00	3.628005119399e+10	4.378728561751e-03	1.246327978882e-06
3.281213740552e+02	4.217389427278e+00	4.539856171460e+10	3.560228368287e-03	3.172520584221e-06
4.210234776775e+02	3.502746500443e+00	2.629500888930e+10	4.142412238542e-03	3.460704855021e-06
2.022942201641e+02	3.448648745034e+00	2.839120100324e+10	2.846729085172e-03	2.138746055212e-06
3.037936981288e+02	4.798746144962e+00	3.871279211437e+10	4.553347768656e-03	3.967669921154e-06
3.165462804841e+02	3.496545939090e+00	4.110780619405e+10	3.685554201874e-03	1.860743841051e-06
3.874924287329e+02	4.334418194077e+00	2.415220689970e+10	3.907282009771e-03	6.965989855919e-06
3.864525249148e+02	3.386133007330e+00	4.690602701099e+10	2.521881282139e-03	2.642491894197e-06
2.848069575580e+02	2.898153427557e+00	2.676143414311e+10	2.167184441939e-03	2.490394903407e-06
4.311437611362e+02	4.599687068651e+00	3.111800425935e+10	3.811670396907e-03	7.369510674520e-06
2.496397405687e+02	2.169722535636e+00	2.026744894475e+10	3.568705606283e-03	7.344720502856e-07
4.657183044429e+02	4.902641954597e+00	4.327834585111e+10	4.220473517550e-03	6.259516228875e-06
3.090145034667e+02	4.458285975259e+00	2.800262366314e+10	2.967104406625e-03	6.866095531956e-06
4.146052870515e+02	3.606314760281e+00	4.009654215189e+10	2.641610783701e-03	3.824800050343e-06
4.401865381711e+02	2.478098085635e+00	4.848209780619e+10	3.550360993163e-03	8.107688959016e-07
4.849468124469e+02	4.988084185829e+00	2.901145394389e+10	3.151411443520e-03	1.371448782605e-05
3.347686088007e+02	4.101457801603e+00	2.690039126414e+10	2.429917803305e-03	7.361529438414e-06
3.404698614026e+02	4.338144247752e+00	2.886331946357e+10	4.419972484004e-03	4.539244338609e-06
3.622243032581e+02	2.250063029835e+00	4.144648916283e+10	2.402099389880e-03	8.634589171229e-07
3.536339142166e+02	2.998852203848e+00	4.188105797547e+10	3.945322450270e-03	1.202479580009e-06
2.406475303198e+02	4.402317982883e+00	2.656172994428e+10	3.171653785673e-03	5.077410385638e-06
3.543824055525e+02	3.114111336125e+00	4.544734524989e+10	4.945923659828e-03	9.919217028290e-07
4.482825406573e+02	2.604109375331e+00	4.443190147655e+10	4.786192275273e-03	7.755382274036e-07
3.183511863690e+02	3.311822611689e+00	4.358491714525e+10	2.695896582849e-03	2.050345187884e-06
4.914719859066e+02	2.099255239213e+00	3.655843470992e+10	3.023361365309e-03	8.569897273039e-07
3.910672815338e+02	2.644090325006e+00	2.779309855504e+10	3.800570196194e-03	1.425782829946e-06
3.424244737650e+02	2.097628353436e+00	3.033892493111e+10	3.611674410794e-03	6.008975236131e-07
3.813951973189e+02	2.111959790376e+00	3.662220457949e+10	3.176798268873e-03	6.433640608746e-07
4.171447344072e+02	2.786013284937e+00	2.564213550357e+10	4.709530459077e-03	1.556192351933e-06
4.185230687073e+02	4.274701027453e+00	4.304094292999e+10	2.730908211252e-03	5.794373952326e-06
2.432821710755e+02	2.744741887768e+00	4.997639639443e+10	3.964184458238e-03	5.289989181318e-07
3.738933235967e+02	3.037721485705e+00	3.426325957657e+10	2.863539403000e-03	2.225453333446e-06
4.526263955522e+02	2.736048197888e+00	3.476611496194e+10	3.929832955476e-03	1.413642580153e-06
4.744546002820e+02	4.559816321713e+00	2.758731269912e+10	4.259976761914e-03	7.974047957104e-06
2.025519602313e+02	3.646865420535e+00	3.021148661055e+10	2.792294584012e-03	2.426169249366e-06
3.615262021004e+02	2.292238413232e+00	2.698566634746e+10	2.344219219387e-03	1.433991348753e-06
2.053436099674e+02	4.429215188589e+00	4.770322402032e+10	2.566077543357e-03	3.036706290316e-06
3.990685768521e+02	4.804084214163e+00	2.238294386521e+10	3.141617458014e-03	1.310894143543e-05
3.582744203028e+02	2.663938737796e+00	2.803116311861e+10	2.896716164325e-03	1.737801640123e-06
2.845372123522e+02	2.227256087391e+00	2.306752933453e+10	4.281922483566e-03	6.630837978890e-07
3.540437542148e+02	2.178875827891e+00	2.612922108917e+10	3.873985618604e-03	7.537523425345e-07
4.984300869592e+02	4.480768308088e+00	3.094350033811e+10	3.420474342390e-03	8.826015783314e-06
3.742236599708e+02	4.093939188407e+00	4.815628663354e+10	4.092913609430e-03	2.714117203706e-06
4.948438313648e+02	2.551899939946e+00	4.379943064158e+10	4.827180411150e-03	8.103186843116e-07
2.936259367757e+02	4.110344655546e+00	4.944888593271e+10	2.347580650694e-03	3.659408252381e-06
4.958068970862e+02	4.516156039348e+00	4.383268778239e+10	3.263621999387e-03	6.650896499503e-06
4.574224639880e+02	2.231362711824e+00	3.088459645046e+10	3.143763577591e-03	1.090422882182e-06
3.735826073789e+02	4.837349869656e+00	4.581563823218e+10	2.892137944406e-03	6.648675946376e-06
2.263090121679e+02	3.021132615149e+00	3.785015926081e+10	3.098296370583e-03	1.108611323774e-06
3.986535685855e+02	4.942034160497e+00	3.214985344537e+10	2.780051136537e-03	1.121604816920e-05
4.346450487878e+02	2.817102961698e+00	2.873285538282e+10	4.266627609056e-03	1.651346208825e-06
2.351556142595e+02	2.390469342164e+00	4.302716760523e+10	2.244738931305e-03	6.928752561140e-07
3.378853140002e+02	2.815367112152e+00	4.909027834891e+10	4.164043039772e-03	7.684621354116e-07
2.697796724630e+02	4.259117056077e+00	4.439134045858e+10	2.987900617961e-03	3.273876608433e-06
3.430601934002e+02	2.498869841022e+00	3.029396229603e+10	3.445578297111e-03	1.068419469919e-06
2.504339933183e+02	2.880299208533e+00	2.296484466850e+10	2.164502044194e-03	2.508091312852e-06
4.883109734239e+02	3.513366814012e+00	2.797609840881e+10	2.299873130681e-03	6.857008764055e-06
4.860329161352e+02	4.283830315185e+00	3.517681134684e+10	4.173546897941e-03	5.421999297906e-06
4.379890550782e+02	3.098160228063e+00	4.701557748289e+10	3.701227004626e-03	1.559359128969e-06
2.212832813249e+02	2.709127451339e+00	3.304848875161e+10	2.667327287586e-03	1.039842978503e-06
2.602141448525e+02	3.970231004875e+00	4.765442453454e+10	4.406451287417e-03	1.615640718319e-06
4.470795511210e+02	2.279216095958e+00	4.100787371460e+10	4.757736045905e-03	5.652394732705e-07
2.837385217228e+02	2.204188667239e+00	2.076717963223e+10	3.654666684902e-03	8.340614831686e-07
4.898672328379e+02	4.016385152743e+00	3.690581134056e+10	3.596568345598e-03	4.981500027914e-06
4.556413516323e+02	4.583435276349e+00	3.931541897494e+10	3.235931959149e-03	7.184439857334e-06
3.376394738120e+02	4.590466645362e+00	3.435732771909e+10	4.100824460476e-03	4.829386113689e-06
3.519970489504e+02	2.455047499460e+00	3.325820665529e+10	4.559817119901e-03	7.155355737675e-07
3.218807841839e+02	3.847658112730e+00	3.814839211732e+10	2.224528742243e-03	4.501206944102e-06
4.127055794280e+02	4.188324131996e+00	2.782442771236e+10	4.027416446286e-03	5.637248443071e-06
4.669279223124e+02	3.302489731832e+00	3.800915411883e+10	3.913589113196e-03	2.355426756975e-06
3.266500070223e+02	4.381839619257e+00	2.558269338362e+10	3.833855384300e-03	5.837526636004e-06
4.990296773302e+02	3.903123105987e+00	2.752416423018e+10	4.918241906743e-03	4.566651372958e-06
2.464061275284e+02	3.004145746478e+00	3.078033450895e+10	2.886719169626e-03	1.566373729382e-06
4.411126101002e+02	3.641379842193e+00	2.131688583197e+10	2.580447731075e-03	8.066541290770e-06
3.508892938914e+02	3.014597561698e+00	4.120055824811e+10	3.792846789346e-03	1.281588230200e-06
2.239835706336e+02	2.472438464864e+00	4.758181266856e+10	2.208579506578e-03	6.711156708686e-07
3.341130851188e+02	2.135314066093e+00	3.601757945293e+10	3.037236501411e-03	6.195044017679e-07
4.490092251914e+02	3.707451145888e+00	4.293530378827e+10	2.444227533718e-03	4.542387344762e-06
2.549640086470e+02	2.407933114949e+00	3.861007280338e+10	2.678061871698e-03	7.172155096375e-07
4.874967330203e+02	3.564717419295e+00	2.020819087862e+10	4.491574272983e-03	5.068503798169e-06
2.109143040119e+02	2.945883405251e+00	4.555160833644e+10	2.915337332269e-03	8.458998131571e-07
3.416260297392e+02	4.781206781465e+00	3.314530469146e+10	3.406889107124e-03	6.888779494659e-06
2.136486624002e+02	2.790646770747e+00	4.745607572576e+10	4.319737062810e-03	4.718722215055e-07
2.310280494814e+02	3.704147443899e+00	4.805238670874e+10	2.241856422254e-03	2.270730074342e-06
4.649410386211e+02	3.472312008445e+00	4.629153785694e+10	2.821322765983e-03	3.104977724121e-06
2.379018257796e+02	3.367971037567e+00	3.887962460171e+10	4.650473291383e-03	1.047230698815e-06
2.003806568909e+02	4.801631846203e+00	4.067433066920e+10	2.226388376138e-03	5.103402161185e-06
3.805515475831e+02	4.048292134380e+00	4.396894396949e+10	2.687863510534e-03	4.450763753794e-06
4.356153438439e+02	4.487194390095e+00	2.583196441069e+10	4.488162727893e-03	7.072298049376e-06
4.671168205454e+02	3.552563491000e+00	2.783058628392e+10	3.740039020730e-03	4.191903970608e-06
2.112911335585e+02	3.046799954968e+00	2.589284908685e+10	3.728916936353e-03	1.289464255376e-06
4.919912776030e+02	3.626177014406e+00	2.595824880854e+10	2.977973074167e-03	6.322182240519e-06
2.662601631942e+02	2.074920344722e+00	2.283865078818e+10	3.136540386701e-03	6.917480052389e-07
2.030245737059e+02	4.846402085431e+00	3.971972575105e+10	3.470532976770e-03	3.492716066048e-06
4.708522668994e+02	3.784142527454e+00	2.040810276920e+10	4.829363176041e-03	5.393285190135e-06
3.565260133793e+02	3.896954742520e+00	3.326478161055e+10	2.653991104453e-03	4.978997778709e-06
4.763432694034e+02	4.355734701120e+00	4.819221167518e+10	4.291607277590e-03	3.965210290964e-06
2.470181633233e+02	3.686357458149e+00	2.516217299319e+10	3.087001075175e-03	3.318906845273e-06
4.013854721012e+02	4.786098021794e+00	2.436178827096e+10	3.606404800944e-03	1.043473782894e-05
3.212234301858e+02	2.089368305378e+00	3.855402951076e+10	4.453879193347e-03	3.554698547033e-07
4.546644384953e+02	3.097550186080e+00	2.206291795705e+10	3.815992145889e-03	3.343754486994e-06
