E (Pa)	I (m^4)	ρ (kg/m^3)	A (m^2)	L (m)	f (Hz)
1.655881425102e+10	5.335785835890e-05	5.070833885660e+03	7.439386413019e-03	3.817506356687e+00	5.875822929016e+00
2.160992655373e+10	4.350605156431e-05	2.794671320101e+03	8.391132122106e-03	4.982685850378e+00	4.512544467624e+00
3.143704214940e+10	9.014780870458e-05	6.938837063018e+03	2.674147878876e-03	3.175599483466e+00	2.168371056729e+01
2.285496816393e+10	2.646394633613e-05	6.052355273720e+03	2.265041951043e-03	3.489790573039e+00	9.650309182910e+00
1.713613547565e+10	6.753361436152e-05	7.194262925969e+03	5.587102288901e-03	2.588357355971e+00	1.417112013462e+01
2.112210790814e+10	8.396360334186e-05	2.538522541589e+03	4.814815928699e-03	2.288736340802e+00	4.068786961333e+01
4.500581836411e+10	2.453096362167e-05	4.185379144465e+03	8.750904441179e-03	4.373954656006e+00	5.077756665516e+00
1.160358869639e+10	5.517061266441e-05	7.478063049627e+03	3.692583737142e-03	4.478101340767e+00	4.248397744598e+00
2.966523146362e+10	3.676628156749e-05	4.103157421404e+03	8.524116567774e-03	2.884961609983e+00	1.187155323380e+01
2.077785145291e+10	5.986540359093e-05	7.450952733252e+03	6.087185402041e-03	4.502164990491e+00	4.571449953522e+00
1.741561779066e+10	8.808947908914e-05	2.522982565120e+03	6.021054098324e-03	2.402250899250e+00	3.081229311151e+01
4.689167417759e+10	3.996346751768e-05	3.174622117258e+03	6.958410607948e-03	3.177613674257e+00	1.613982756569e+01
1.478224174066e+10	4.546698657538e-05	5.597253858454e+03	8.901569183557e-03	3.029705106718e+00	7.079774183965e+00
1.983024249932e+10	9.495612013483e-05	7.113789720349e+03	5.869835937923e-03	3.169422465878e+00	1.182835667050e+01
2.001033233793e+10	8.213854014075e-05	2.240553726556e+03	6.054576396360e-03	4.422914673360e+00	9.956039968588e+00
3.430984873838e+10	2.077600863498e-05	6.365502081417e+03	7.638901339002e-03	3.650068776185e+00	5.084863018674e+00
2.812149898897e+10	9.789228000371e-05	5.528802181924e+03	8.834287320293e-03	2.924522535149e+00	1.553119601830e+01
2.663360437479e+10	2.597016163126e-05	5.450638805896e+03	6.795244584080e-03	3.921343560524e+00	4.972547474188e+00
2.610433707337e+10	2.258146879479e-05	5.684972520306e+03	3.827002103310e-03	2.572602482868e+00	1.391605701147e+01
1.257064803011e+10	2.494682475703e-05	7.778084248457e+03	8.791772491719e-03	2.737542417587e+00	5.056067820457e+00
4.757544137221e+10	6.964134237011e-05	5.020827097021e+03	1.456386494236e-03	2.711925200916e+00	5.121135744052e+01
2.723850451551e+10	7.404048843354e-05	3.940949183868e+03	9.861941497794e-03	4.257694546678e+00	7.031019657295e+00
1.878935735071e+10	7.304822886094e-05	2.981557147243e+03	5.135476991815e-03	2.200760869748e+00	3.458802866076e+01
3.818071769777e+10	2.767277808419e-05	2.553021184056e+03	5.607789396660e-03	3.913536757257e+00	9.924513083822e+00
1.183473844090e+10	2.697086003691e-05	6.674130622502e+03	8.377553532644e-03	3.124495193835e+00	4.330456960472e+00
3.748238913662e+10	6.462248170923e-05	7.668650380931e+03	6.194157820899e-03	2.927154916725e+00	1.474640328114e+01
4.974866800657e+10	1.070758447789e-05	7.026973491952e+03	4.026643705732e-03	4.070597268315e+00	4.633264849396e+00
4.417661950851e+10	3.237445034158e-05	2.922733462082e+03	5.236289431914e-03	2.016585569744e+00	4.206107607306e+01
1.090566784879e+10	7.635680930978e-05	6.098407285583e+03	1.687411477522e-03	4.302589885120e+00	8.597933447697e+00
2.423407081231e+10	9.153155861993e-05	5.768265347709e+03	1.371262045453e-03	4.054820053568e+00	1.802168011255e+01
1.400393967591e+10	2.301969114848e-05	5.150141347903e+03	1.959530443204e-03	2.107030658189e+00	2.252528249017e+01
4.753567678817e+10	7.506578587967e-05	6.964228141895e+03	8.855898419005e-03	3.096053031336e+00	1.404054430857e+01
4.938948815315e+10	4.845454118673e-05	2.193647602155e+03	7.950735646630e-03	4.662883069250e+00	9.532592843562e+00
4.432135358575e+10	8.965659444226e-05	2.484615710927e+03	6.973338884156e-03	3.088279624078e+00	2.809551979930e+01
4.711824767055e+10	2.141425564695e-05	4.897920862930e+03	9.379202576462e-03	2.909070194250e+00	9.798768363697e+00
3.316328203137e+10	1.362543742375e-05	7.926685876945e+03	5.398162402878e-03	4.043819394311e+00	3.516206366659e+00
2.802592489848e+10	5.652393780498e-05	3.815657225209e+03	9.137800393897e-03	4.155692810746e+00	6.905998400018e+00
3.221754191950e+10	2.729406079082e-05	3.999263133484e+03	4.972066907326e-03	4.600841523180e+00	5.558657734735e+00
1.370439474379e+10	8.138469848944e-05	2.964354305792e+03	2.324435250927e-03	4.910630777585e+00	9.335243283661e+00
4.455652374527e+10	6.109257668816e-05	5.809591039568e+03	2.197003207289e-03	2.853934794569e+00	3.172461265659e+01
2.178672460714e+10	2.997974519231e-05	7.790709835139e+03	5.835320703496e-03	2.634250900806e+00	9.664902171796e+00
3.415699250278e+10	1.022049469570e-05	7.706318246641e+03	3.002347667673e-03	3.053250170791e+00	7.372583596572e+00
4.639618753731e+10	3.880302162938e-05	6.088998450477e+03	6.953286102734e-03	3.988934277003e+00	7.251282972155e+00
4.646882252693e+10	4.157171460841e-05	6.431802806387e+03	7.045755989640e-03	2.425047855056e+00	1.964407991404e+01
4.726077252655e+10	2.097809369466e-05	4.628584419840e+03	7.747556227811e-03	2.147708416825e+00	2.016967930684e+01
3.966627204679e+10	3.306431234342e-05	2.071364672040e+03	9.606736744451e-03	2.478556543688e+00	2.338294601294e+01
1.704652909841e+10	8.533409145531e-05	6.700557038834e+03	4.956438115469e-03	4.740069996662e+00	5.211852713967e+00
2.390063792547e+10	9.378747884142e-05	7.531580336100e+03	6.602986304027e-03	3.238222153144e+00	1.132852374124e+01
1.312130089901e+10	7.703262746290e-05	6.249933828451e+03	3.681826534661e-03	3.414123949235e+00	1.006052256346e+01
3.768020777663e+10	7.617411244718e-05	7.049006171236e+03	8.474964627358e-03	3.854462185327e+00	8.255104026925e+00
3.444469713655e+10	6.571773757326e-05	5.639027503126e+03	6.097408147674e-03	4.681001169049e+00	6.551985444751e+00
2.474738598490e+10	3.704539427598e-05	7.036120054955e+03	6.353811120016e-03	2.723704445587e+00	1.080067063224e+01
4.933052656736e+10	8.799439171223e-05	4.562850781983e+03	3.239659024997e-03	3.057485176135e+00	3.243482382058e+01
1.030620598580e+10	6.586923482086e-05	7.485163295456e+03	3.536045670470e-03	2.378484307668e+00	1.583992937062e+01
4.040051968896e+10	4.073848906166e-05	5.084415373492e+03	2.396245388917e-03	2.482006657048e+00	3.338309279713e+01
2.260071757862e+10	9.112419460292e-05	2.474603744834e+03	9.152066791918e-03	3.192001512053e+00	1.656006515508e+01
3.994012413918e+10	6.732617680528e-05	5.653242652743e+03	1.877353152736e-03	3.946470148734e+00	1.808339262113e+01
4.487951964482e+10	5.730862063199e-05	3.996847590358e+03	1.044403477547e-03	4.494371353825e+00	2.174332199884e+01
4.263603017477e+10	1.192606176254e-05	7.983498593933e+03	3.711912199543e-03	2.877759794585e+00	8.850239587066e+00
4.101514311357e+10	2.959006355747e-05	5.989120713358e+03	5.425252820253e-03	4.347481236194e+00	5.721379873699e+00
4.885078128768e+10	2.405649821100e-05	6.166221885260e+03	7.066575700426e-03	2.992835107849e+00	1.025876250736e+01
1.999246873703e+10	4.275234768311e-05	4.782853108067e+03	7.887000466169e-03	2.484291951675e+00	1.364681025748e+01
1.635394736317e+10	6.630212603006e-05	2.335783803216e+03	3.508591537561e-03	2.287651022943e+00	3.888977451808e+01
1.425039859137e+10	4.440859399317e-05	7.432419573261e+03	8.867146542952e-03	3.340307201892e+00	4.914052833163e+00
4.573026476038e+10	3.146506639020e-05	7.575605265910e+03	4.081593075457e-03	3.476994325688e+00	9.984064433942e+00
2.435960119615e+10	8.886998438226e-05	4.865718890803e+03	3.438133102225e-03	2.646079383319e+00	2.874714545357e+01
3.004571873769e+10	4.204078493215e-05	4.748295617591e+03	1.508681427850e-03	4.116911873532e+00	1.386240537270e+01
2.770094993788e+10	2.573711735481e-05	6.196071246058e+03	1.934191193973e-03	4.572206275035e+00	6.528154517914e+00
4.944531191484e+10	5.054495491851e-05	4.726215934439e+03	3.091756433056e-03	2.938094701946e+00	2.680606993452e+01
3.212372152322e+10	3.921443034977e-05	4.425191889412e+03	2.625708954960e-03	3.256783186697e+00	1.736966794392e+01
2.563994719069e+10	1.998593566951e-05	2.677692477750e+03	6.246749846440e-03	3.215252182454e+00	9.473402537896e+00
4.266857081349e+10	1.513812025786e-05	3.890525268435e+03	4.011304637285e-03	2.340390103508e+00	2.078209139761e+01
4.350415861776e+10	4.519574995551e-05	3.418189598977e+03	4.576655195411e-03	3.209574328893e+00	1.925616570886e+01
4.420297067645e+10	9.269043894007e-05	2.842688337692e+03	8.689277199406e-03	2.165465103755e+00	4.859672973503e+01
2.074611841494e+10	5.600374676120e-05	4.075959663313e+03	6.545073273382e-03	3.341178644274e+00	1.045991257357e+01
3.015828625549e+10	5.215404540860e-05	3.030791836256e+03	3.701513217897e-03	4.785294527303e+00	9.149238586215e+00
2.895730720721e+10	4.308150824996e-05	4.580227236367e+03	5.686198459379e-03	3.907998076060e+00	8.018331561007e+00
3.499323437216e+10	5.381734369587e-05	4.277803294140e+03	5.811599906498e-03	2.979294729160e+00	1.734964734987e+01
3.039075804403e+10	1.574373478580e-05	2.878965903023e+03	4.710128447813e-03	2.316564993417e+00	1.958500605992e+01
4.908274224960e+10	1.306123735247e-05	2.393496720781e+03	8.577474699255e-03	4.585410229690e+00	4.702477363737e+00
1.077134897307e+10	6.342855712733e-05	2.967545139769e+03	2.214567860245e-03	2.989134032271e+00	2.019138912422e+01
3.877152575009e+10	5.013270890151e-05	7.959345038612e+03	5.796384853122e-03	4.362580049543e+00	6.034421158615e+00
1.298233941935e+10	3.119149281366e-05	5.608065037726e+03	2.934800587657e-03	4.588382793221e+00	4.168714292822e+00
4.337895439147e+10	4.896927751753e-05	3.043254648855e+03	8.070650316298e-03	4.184950474395e+00	9.395502355847e+00
2.441394274094e+10	3.974343403674e-05	5.248706513289e+03	8.943466384711e-03	4.952586803057e+00	3.279676855712e+00
2.997368367486e+10	4.489595016323e-05	2.358051714296e+03	1.794377326683e-03	4.677412038240e+00	1.442286411970e+01
2.050477699659e+10	9.898176894949e-05	6.555137584947e+03	4.619315324598e-03	2.761767631858e+00	1.899213660981e+01
4.606832697605e+10	4.977889535471e-05	5.268861332502e+03	1.883970630721e-03	2.464656698543e+00	4.427292390328e+01
2.319575887311e+10	4.993537155003e-05	5.273953319328e+03	9.750323466931e-03	2.610274733673e+00	1.232483232443e+01
4.812065739526e+10	5.765108183054e-05	4.608944574389e+03	6.719943344983e-03	2.371984475177e+00	2.976356505066e+01
2.321696514590e+10	3.346751577367e-05	4.032470214646e+03	3.870171863009e-03	4.431775643759e+00	6.356688008700e+00
4.481497680566e+10	1.398395432533e-05	3.808462720496e+03	2.646440201865e-03	2.208640393946e+00	2.860179856144e+01
2.809396997891e+10	7.979091547513e-05	5.320095078165e+03	2.869911099079e-03	2.441275566255e+00	3.597314671454e+01
2.922991727915e+10	6.816817015575e-05	5.173476911830e+03	4.705971156099e-03	2.913334549744e+00	1.885952196820e+01
2.976809845284e+10	9.258605192300e-05	6.046684885567e+03	3.554607235068e-03	4.468914059542e+00	1.003257743905e+01
3.056576958192e+10	3.783092790862e-05	6.304849586910e+03	1.349345765908e-03	2.333297352792e+00	3.789000591004e+01
4.589956156720e+10	1.639404821497e-05	2.218986358611e+03	4.777031989583e-03	4.492559606952e+00	7.386283307342e+00
1.662406685954e+10	1.322326970966e-05	6.605291860329e+03	4.913158927259e-03	4.562360180997e+00	2.212356922444e+00
2.201617419816e+10	1.952848005264e-05	5.483367634164e+03	4.685920940664e-03	2.222958837361e+00	1.464683607064e+01
3.592367106169e+10	9.140946784267e-05	4.309825183098e+03	4.237995853011e-03	3.348376425739e+00	2.116069752960e+01
1.522053389477e+10	1.781392286266e-05	7.328139620360e+03	9.054684151259e-03	3.475635756519e+00	2.960842931718e+00
3.899600997937e+10	1.623924016502e-05	3.533373866979e+03	2.346309722867e-03	4.450163886620e+00	7.808653248082e+00
3.830842700575e+10	3.026761140772e-05	3.108366193237e+03	8.961484290888e-03	3.880752407724e+00	7.580030913791e+00
3.312655474291e+10	2.846347941886e-05	4.223799031493e+03	7.738739276730e-03	2.802692568630e+00	1.209809944735e+01
3.421379045096e+10	8.519489972309e-05	3.085910132418e+03	3.381169268311e-03	3.728344536461e+00	2.127516310432e+01
2.785266142820e+10	5.201485038116e-05	4.131491712611e+03	8.794150715556e-03	2.716817601290e+00	1.513729738141e+01
3.033796668624e+10	7.591979313359e-05	2.864529944458e+03	8.535713879647e-03	3.109228822863e+00	1.776402767520e+01
3.200087733432e+10	3.930217516374e-05	7.870167881143e+03	8.044509403198e-03	4.944446591013e+00	3.225780048664e+00
4.626610001974e+10	2.058448039670e-05	6.347937238937e+03	1.476633642023e-03	2.344524468013e+00	3.244605095341e+01
2.157591719910e+10	8.124517097833e-05	7.173061023738e+03	6.401582868266e-03	3.115811364319e+00	1.126076317704e+01
3.237909445344e+10	2.746390062324e-05	3.520831211071e+03	6.186438834677e-03	3.851250317873e+00	7.622363850420e+00
3.075726227365e+10	8.654877059803e-05	3.581370128948e+03	5.267778239973e-03	2.873677243941e+00	2.545145658817e+01
3.370948104409e+10	2.668399493178e-05	3.872273225580e+03	5.146782758101e-03	2.502643439686e+00	1.897908458487e+01
4.214089854271e+10	9.169399065577e-05	3.829943427122e+03	8.597128403025e-03	4.569248008779e+00	9.180845101799e+00
4.405679830048e+10	1.809700410048e-05	7.916553640964e+03	7.574162049265e-03	4.748807053619e+00	2.861067211142e+00
4.712409147398e+10	5.350085903509e-05	3.095227401312e+03	1.808335134220e-03	2.843713913471e+00	4.643730441955e+01
4.976927513311e+10	6.650635141266e-05	3.510810716670e+03	9.073757238159e-03	4.241078825551e+00	1.002732105593e+01
2.668728731753e+10	8.168653867291e-05	5.835397519970e+03	9.706859855391e-03	2.545323337703e+00	1.694297290894e+01
2.757517957401e+10	3.602162213172e-05	4.973421642830e+03	5.448913007602e-03	3.649945616106e+00	8.040964027215e+00
3.504411694230e+10	1.967082081721e-05	3.670479978369e+03	5.964892419678e-03	3.022137061676e+00	1.087052267803e+01
4.105423236280e+10	1.010234256851e-05	4.483792444953e+03	4.132005886180e-03	3.640741218630e+00	6.315821566229e+00
4.550077095080e+10	5.260084753811e-05	7.398931875724e+03	2.433396159968e-03	4.839200647999e+00	8.711445851774e+00
3.530903231273e+10	9.859831332309e-05	5.047127459183e+03	4.852032910134e-03	3.459583267982e+00	1.762660795158e+01
4.556072850567e+10	3.157406136439e-05	6.300291563016e+03	5.608510597880e-03	3.991267607868e+00	7.086918502778e+00
1.129969461937e+10	1.496297149976e-05	5.696885738579e+03	7.257745622503e-03	3.067086540614e+00	3.803586237808e+00
4.926669700817e+10	1.542871388527e-05	5.728518224092e+03	4.260118382204e-03	2.261702940520e+00	1.930461537590e+01
2.993146985110e+10	1.029042833715e-05	2.052470581579e+03	4.473561315571e-03	2.739586658453e+00	1.365426009974e+01
2.820078221943e+10	8.430123493701e-05	3.384843242747e+03	8.675805171962e-03	3.957081981195e+00	1.016707319170e+01
2.307907038188e+10	6.701025225609e-05	2.292633681912e+03	1.573430850183e-03	4.138497158401e+00	2.139074795450e+01
1.650662877233e+10	7.475835626651e-05	6.163110116705e+03	8.336208045805e-03	2.747205067635e+00	1.148987610978e+01
2.436048021934e+10	6.837009151955e-05	4.844241669543e+03	9.694249751727e-03	2.583372186774e+00	1.578900336548e+01
2.417468971730e+10	2.940173131808e-05	2.075509661449e+03	7.101975322203e-03	3.716409485301e+00	8.895912520346e+00
2.946803980929e+10	7.908801752148e-05	3.071098234735e+03	4.367070878269e-03	4.472113477311e+00	1.166234916610e+01
4.142834788663e+10	1.410236880784e-05	2.760607929356e+03	6.111623772132e-03	2.324222333477e+00	1.927442832455e+01
3.078096615364e+10	1.206507196635e-05	7.092338089915e+03	7.308614461459e-03	2.784296720237e+00	6.109216058710e+00
2.151747474526e+10	3.768273509548e-05	6.139776623607e+03	6.999231763925e-03	2.434113642409e+00	1.297198272896e+01
2.095796446102e+10	9.028813600439e-05	5.442199833613e+03	5.265084449016e-03	2.560483058684e+00	2.193203057588e+01
2.848903415165e+10	1.162222904776e-05	7.682769930024e+03	9.907339748688e-03	2.175882351960e+00	7.794674644956e+00
1.954718042397e+10	7.255553399960e-05	4.455490297561e+03	5.900440609404e-03	3.634972891517e+00	9.835754549369e+00
2.622191263996e+10	5.583587112159e-05	6.846515326026e+03	5.242533665143e-03	4.745110244433e+00	5.018957136510e+00
3.562285481963e+10	2.361019463969e-05	3.714944910212e+03	2.764725234798e-03	2.011125932945e+00	3.958732079383e+01
4.576636742921e+10	5.345812673267e-05	7.789551842052e+03	1.418473125920e-03	3.186155759289e+00	2.593593847150e+01
2.023143854359e+10	8.839344850637e-05	2.772923520405e+03	9.818614593227e-03	2.930523873963e+00	1.669788695843e+01
4.372996925813e+10	3.244359872283e-05	6.225161642129e+03	7.332603364790e-03	2.858361970351e+00	1.207363128809e+01
3.270657740495e+10	6.194794659336e-05	2.270747976258e+03	4.582501178923e-03	3.559349132636e+00	1.948842506289e+01
3.623436864603e+10	3.969020969057e-05	3.601538053603e+03	6.907353123607e-03	2.117449992388e+00	3.000534077201e+01
3.363535045166e+10	9.040880062066e-05	5.449751572395e+03	1.341673620328e-03	3.897224568586e+00	2.375764297902e+01
1.623420610445e+10	7.898873877167e-05	6.006256517958e+03	5.181931345774e-03	4.548798150464e+00	5.488828938770e+00
4.917395278875e+10	4.960481624265e-05	3.663394428157e+03	3.152619565891e-03	4.559878903842e+00	1.236710124293e+01
1.134024387269e+10	1.928167670079e-05	2.462495491328e+03	8.982707522479e-03	3.292410892220e+00	5.132002508773e+00
1.252469470182e+10	8.660239093812e-05	7.914493823372e+03	6.696363002985e-03	4.723503631167e+00	3.587662801179e+00
2.631017155446e+10	6.535516740533e-05	3.690838279111e+03	4.458083056880e-03	3.526655991772e+00	1.454325767067e+01
1.692859493282e+10	3.211901349901e-05	4.705775650000e+03	8.081666285676e-03	3.094677535937e+00	6.985819511841e+00
4.529178655502e+10	7.265132422379e-05	4.945138903127e+03	7.293527213926e-03	4.191584574105e+00	9.619215423966e+00
1.103791264557e+10	5.734977987301e-05	4.154854873656e+03	3.755436466777e-03	2.450606372479e+00	1.876621872439e+01
3.473272866338e+10	9.742018092784e-05	5.041581845159e+03	6.565259904798e-03	4.932667229754e+00	7.352644782115e+00
3.448896266093e+10	3.482417618297e-05	6.568013230876e+03	6.698630411140e-03	2.310738557837e+00	1.731376534592e+01
2.543460793090e+10	4.410199386867e-05	5.240140888486e+03	4.091104782006e-03	2.257814651847e+00	2.510706543316e+01
2.226934812624e+10	5.615830725788e-05	7.848208782370e+03	8.861183230389e-03	3.733504572172e+00	5.382932387711e+00
4.857881527141e+10	7.855101245756e-05	2.659180501593e+03	3.786653856206e-03	3.111161473885e+00	3.558567531458e+01
2.102254371390e+10	2.685609666168e-05	3.945542297413e+03	8.920797341053e-03	3.554281734328e+00	5.609547963478e+00
2.571969620967e+10	7.101293430175e-05	4.916276684829e+03	9.897542215545e-03	3.227238563392e+00	1.040831294498e+01
3.955193538610e+10	7.583203819858e-05	6.288669287817e+03	8.349451690483e-03	2.994602909922e+00	1.491234934748e+01
1.987574334833e+10	7.987274513777e-05	7.639843778117e+03	7.079314659820e-03	2.193954547733e+00	1.991547055026e+01
2.651233041496e+10	7.388069923869e-05	7.613096974340e+03	7.961807733332e-03	2.829876642462e+00	1.256002758599e+01
3.855805710769e+10	2.402535754893e-05	4.408697718318e+03	1.900743228416e-03	3.551426220864e+00	1.475002294065e+01
1.925766697676e+10	2.169450054713e-05	7.551128041009e+03	3.638232469035e-03	2.406611121935e+00	1.191341748665e+01
3.713201875936e+10	4.566903828828e-05	6.875507549491e+03	7.618290273447e-03	2.455254903148e+00	1.670065773810e+01
1.739249901148e+10	1.978664814828e-05	4.021649634132e+03	2.450179029817e-03	3.390660307362e+00	9.095366318789e+00
3.834615780961e+10	4.942089422849e-05	4.570927132440e+03	2.907029322254e-03	3.016733204632e+00	2.321871820881e+01
4.135728333016e+10	7.427542250323e-05	2.818503700289e+03	9.042031929332e-03	3.161519898680e+00	1.943511347888e+01
1.867498219370e+10	4.252790256541e-05	7.444985771501e+03	3.305744609461e-03	4.417402225603e+00	5.150973072502e+00
2.086716912970e+10	9.763994238972e-05	7.605490671545e+03	5.280192556868e-03	3.189492270953e+00	1.238900971837e+01
4.881943199972e+10	2.114808251948e-05	3.701447575400e+03	1.071275622791e-03	4.813799430532e+00	1.232089169553e+01
2.839968276074e+10	9.982011039276e-05	7.256928019166e+03	4.724964904546e-03	2.552416094450e+00	2.469504335665e+01
2.891233789885e+10	5.674384939282e-05	3.614844475347e+03	7.990636481052e-03	3.286459491239e+00	1.234615189540e+01
1.189516063783e+10	2.322612605769e-05	4.206077054606e+03	6.834103845063e-03	2.547180378731e+00	8.454684783380e+00
4.740127548587e+10	5.284451803569e-05	4.098999744189e+03	2.161976809854e-03	4.830607322449e+00	1.274822524979e+01
2.343132956613e+10	9.908983537741e-05	5.812290979780e+03	1.010136133540e-03	2.835230492033e+00	4.377189273071e+01
2.817164355884e+10	7.150034987340e-05	3.054480616473e+03	9.218008405274e-03	4.124756628015e+00	8.796278211057e+00
1.066570913202e+10	2.034533673153e-05	6.186230459669e+03	4.991826386412e-03	3.687329208886e+00	3.449716244407e+00
4.864106518369e+10	9.954051001094e-05	3.278753136877e+03	8.187595264798e-03	3.757465692973e+00	1.683067579518e+01
1.608918389799e+10	8.103675977033e-05	5.402089421410e+03	5.776393757233e-03	3.616558632243e+00	8.744408088659e+00
3.249438876233e+10	4.449327761393e-05	5.551562690249e+03	3.848054412156e-03	4.617655627127e+00	6.826573218959e+00
3.311116122793e+10	5.365850730828e-05	4.543481795037e+03	7.111143316188e-03	4.797806109507e+00	5.700063282134e+00
2.029345257725e+10	1.372467421631e-05	4.997145262023e+03	1.994994421480e-03	4.574710350754e+00	4.468817663841e+00
4.553438359202e+10	2.920304387236e-05	4.041640950221e+03	5.439566504064e-03	4.215982921740e+00	7.741903812505e+00
4.763142458554e+10	3.043078380816e-05	6.579256540908e+03	7.826698197650e-03	4.556813439533e+00	4.520909665966e+00
1.681511307280e+10	3.594938667604e-05	3.651216817687e+03	2.384926789681e-03	2.078562202472e+00	3.412211369480e+01
1.428678019361e+10	8.312108634182e-05	2.277404542326e+03	9.799782181899e-03	3.599558326107e+00	9.961362156245e+00
4.839407619740e+10	7.647496657393e-05	5.818067751744e+03	7.386934625706e-03	4.732880688032e+00	7.330030773306e+00
3.728337486056e+10	1.686204085541e-05	6.034305804498e+03	9.414193998244e-03	3.293569723700e+00	5.426207535352e+00
4.479750665540e+10	6.501726300870e-05	5.497850256268e+03	9.496544694466e-03	2.275966417608e+00	2.551249765049e+01
4.086504156249e+10	6.349845164791e-05	2.168809463371e+03	9.595294554097e-03	3.253667945041e+00	1.866353490399e+01
1.262808271360e+10	5.999029877871e-05	5.394957053632e+03	7.459301193228e-03	4.035715592266e+00	4.713545720112e+00
2.191702558173e+10	1.347349801726e-05	5.519997505427e+03	7.128291430523e-03	2.868671618485e+00	5.890197090401e+00
2.215610957373e+10	8.326334619197e-05	3.155772639465e+03	9.240789063365e-03	3.570009187451e+00	1.104206524252e+01
1.050667230037e+10	5.465909934849e-05	7.420952031169e+03	6.687790262727e-03	2.564411623196e+00	9.152503362266e+00
3.330099799676e+10	6.278604667942e-05	4.889348386333e+03	7.349081699339e-03	2.531114202923e+00	2.106771130211e+01
1.013231471912e+10	2.020602770532e-05	2.461293761399e+03	1.275391239484e-03	2.981284613074e+00	1.607707974066e+01
2.359584069243e+10	5.025488581975e-05	7.591709337704e+03	2.598118745227e-03	3.418745773401e+00	1.173806881011e+01
1.792601222952e+10	7.131533036295e-05	3.305729161743e+03	6.484551233092e-03	2.517949882936e+00	2.155203126182e+01
1.968901011343e+10	6.980848887300e-05	7.754990554313e+03	8.498125342221e-03	4.523758283920e+00	3.948550981407e+00
2.706311013749e+10	4.767122423460e-05	7.008422877684e+03	7.133719883095e-03	2.168584391558e+00	1.911255949155e+01
2.207613369952e+10	6.157227392913e-05	3.241701507355e+03	5.729245153579e-03	3.226453562395e+00	1.454088125638e+01
1.812531082176e+10	1.292241610704e-05	3.373987386178e+03	3.987378012665e-03	2.683951930360e+00	1.024878468009e+01
3.662612237279e+10	2.289259511725e-05	6.043037155419e+03	6.287259255775e-03	2.154953880177e+00	1.789910781172e+01
2.899065014987e+10	4.380673631488e-05	5.692027616637e+03	2.413518954130e-03	4.713749479438e+00	7.656499376933e+00
4.014214838782e+10	6.492013554763e-05	5.357272175375e+03	6.590430386241e-03	2.638287931989e+00	2.183934277728e+01
2.627580264647e+10	1.860988812034e-05	6.934410298987e+03	9.369966298016e-03	4.055530544562e+00	2.951232449703e+00
2.681279405564e+10	6.180389233114e-05	7.632747340831e+03	1.314234027788e-03	2.428310023081e+00	3.856706267490e+01
2.397250149415e+10	8.612261498932e-05	3.881140137501e+03	3.032074445493e-03	4.857009856314e+00	9.934600218702e+00
3.848203723808e+10	9.449672727592e-05	2.582873003447e+03	1.838351155615e-03	2.077077613187e+00	1.134981740941e+02
2.727060856188e+10	3.615277705729e-05	5.417661878489e+03	6.675868709213e-03	4.202208457427e+00	5.231495970899e+00
1.214622536813e+10	9.531614208777e-05	5.933415517636e+03	5.355644247843e-03	3.843076599297e+00	7.231197905959e+00
1.995205129010e+10	2.179701627467e-05	7.003359632092e+03	7.501340120542e-03	4.935290301926e+00	2.090099329668e+00
3.981629243683e+10	9.332945495058e-05	2.679011409100e+03	1.557915033435e-03	4.231040060334e+00	2.949232485430e+01
4.846308980612e+10	4.596935129920e-05	2.709573569141e+03	8.905843802686e-03	3.850878478785e+00	1.146449092096e+01
2.326066602160e+10	4.012939058756e-05	2.901027882595e+03	4.114845017722e-03	2.049053322771e+00	3.726540261032e+01
1.009784643749e+10	7.077292740082e-05	7.196920227604e+03	7.488843200534e-03	3.315014533989e+00	5.862988600504e+00
4.000278268819e+10	1.838686128335e-05	7.770473296888e+03	8.915983985242e-03	4.582286497481e+00	2.745672430609e+00
2.492887394241e+10	6.149681270961e-05	3.120043519409e+03	8.307250490384e-03	2.744506772547e+00	1.806602961218e+01
1.513926713811e+10	6.209305816304e-05	3.831199576016e+03	5.783593828611e-03	3.768092488862e+00	8.116844721968e+00
4.269181908904e+10	8.082777256067e-05	3.348090794151e+03	8.157603083644e-03	3.617952856000e+00	1.519391196798e+01
3.179309259323e+10	9.063043750453e-05	4.881600661495e+03	3.129289321490e-03	4.867138711132e+00	1.025828287308e+01
2.457823274987e+10	2.763425313302e-05	5.582011368680e+03	2.158803199350e-03	3.998738818659e+00	8.307568013774e+00
4.642495926325e+10	6.188367101116e-05	2.184643299066e+03	7.341929472738e-03	4.698646140697e+00	1.072619343727e+01
2.009075738837e+10	2.466480819457e-05	7.058201266935e+03	1.045771435426e-03	2.214120245636e+00	2.957276204486e+01
1.387105335749e+10	4.740287203580e-05	5.054989256909e+03	3.635035122258e-03	4.269242741684e+00	5.807157473122e+00
4.504564035273e+10	3.954264966402e-05	7.415168527541e+03	7.755008953099e-03	2.088298364135e+00	2.258110450027e+01
4.793891119704e+10	9.134432000846e-05	5.227359849354e+03	9.933025400562e-03	3.073287133317e+00	1.720359796810e+01
1.616406874290e+10	6.768300241980e-05	2.204376699015e+03	1.206104884677e-03	2.043223530320e+00	8.597469052062e+01
